 Nome ,Idade,CIDADE,Data Admissão,salario (R$),Estado-civil,Cargo ,Telefone
Gabi Oliveira,18.0,Manaus,27/12/2018,1715.11,viuvo,cientista de dados,nan
Heitor Oliveira,30.0,curitiba,16/08/2016,2913.75,divorciado,analista,nan
Marta Oliveira,50.0,belo  horizonte,06/07/2015,3306.03,casado,analista,nan
Marta Rodrigues,47.0,sao paulo,31/03/2017,5621.51,solteiro,engenheiro de dados,nan
Ana Almeida,29.0,belo  horizonte,05/09/2019,4896.51,solteiro,,nan
Nina Souza,41.0,recife,20/06/2023,2496.83,viuvo,cientista de dados,nan
Rita Rodrigues,23.0,Fortaleza,21/07/2022,4623.26,solteiro,estagiario,(11) 99261-1413
Saulo Santos,28.0,manaus,01/03/2022,2799.52,viuvo,engenheiro de dados,nan
Nina Lima,31.0,,09/06/2019,1755.38,casado,estagiario,nan
Xavier Souza,37.0,fortaleza,01/10/2015,1780.92,casado,estagiario,nan
Eva Carvalho,27.0,sao paulo,09/03/2018,3443.47,viuvo,desenvolvedor,nan
Saulo Oliveira,51.0,sao paulo,02/06/2020,3150.21,viuvo,gestor,nan
Paula Pereira,20.0,sao paulo,09/06/2022,3729.23,viuvo,desenvolvedor,nan
Joao Lima,33.0,salvador,07/09/2015,3251.26,casado,gestor,nan
  SAULO SILVA  ,54.0,recife,04/06/2022,2339.83,divorciado,estagiario,nan
Will Pereira,43.0,salvador,09/10/2021,5985.46,casado,cientista de dados,nan
Leo Oliveira,36.0,curitiba,20/01/2015,7139.68,divorciado,gestor,nan
Will Silva,48.0,fortaleza,15/09/2024,6756.08,viuvo,engenheiro de dados,(11) 94944-2818
Marta Almeida,47.0,salvador,15/04/2019,2654.25,solteiro,gestor,nan
Ana Carvalho,,sao paulo,21/02/2024,2574.71,viuvo,desenvolvedor,nan
Diego Ferreira,40.0,curitiba,13/03/2024,4693.57,casado,engenheiro de dados,nan
Yasmin Rodrigues,29.0,sao paulo,07/12/2021,3687.07,viuvo,analista,nan
Bruno Souza,39.0,,10/10/2020,3527.4,divorciado,analista,nan
Joao Santos,31.0,fortaleza,09/09/2024,2765.62,divorciado,estagiario,nan
Marta Souza,34.0,manaus,24/08/2022,5663.02,,estagiario,nan
Xavier Almeida,43.0,Sao Paulo,01/08/2024,3795.69,casado,engenheiro de dados,nan
Ana Pereira,,salvador,20/03/2019,2724.01,divorciado,estagiario,nan
Katia Ferreira,32.0,recife,01/12/2016,5608.86,divorciado,estagiario,nan
Saulo Souza,41.0,sao paulo,19/12/2024,1610.26,solteiro,engenheiro de dados,nan
Ulisses Silva,18.0,fortaleza,13/09/2022,2151.94,casado,gestor,nan
Paula Silva,41.0,Rio De Janeiro,28/11/2024,1287.81,casado,estagiario,nan
Will Carvalho,49.0,sao paulo,06/09/2016,1923.89,viuvo,cientista de dados,nan
  XAVIER ALMEIDA  ,15.0,fortaleza,10/02/2019,5300.07,solteiro,desenvolvedor,nan
  OTAVIO SILVA  ,26.0,salvador,08/07/2015,2265.97,viuvo,desenvolvedor,nan
Paula Ferreira,18.0,rio de janeiro,03/03/2024,4296.66,solteiro,desenvolvedor,nan
Fabio Souza,38.0,belo  horizonte,09/06/2020,2965.71,casado,desenvolvedor,nan
Nina Silva,38.0,curitiba,13/04/2019,3350.33,divorciado,estagiario,nan
Joao Rodrigues,23.0,recife,20/04/2022,2331.88,divorciado,analista,nan
Joao Ferreira,42.0,recife,05/03/2017,2123.46,viuvo,analista,nan
  HEITOR FERREIRA  ,46.0,belo  horizonte,01/05/2021,2359.57,casado,analista,nan
Will Carvalho,41.0,belo  horizonte,20/03/2024,3548.25,divorciado,analista,nan
Katia Souza,32.0,curitiba,30/06/2016,1715.88,viuvo,gestor,nan
Will Souza,40.0,rio de janeiro,12/09/2018,3394.21,viuvo,engenheiro de dados,nan
Ana Rodrigues,47.0,,09/07/2017,2727.59,solteiro,engenheiro de dados,nan
Vera Santos,29.0,sao paulo,28/03/2016,3113.59,viuvo,analista,nan
Leo Santos,31.0,manaus,13/09/2021,4587.9,viuvo,engenheiro de dados,nan
Iris Santos,31.0,Rio De Janeiro,12/12/2022,2988.44,viuvo,engenheiro de dados,nan
Yasmin Ferreira,38.0,manaus,16/11/2024,4331.98,casado,desenvolvedor,nan
Zeca Almeida,37.0,recife,30/06/2021,,divorciado,estagiario,(11) 97232-1675
Ana Rodrigues,38.0,Salvador,04/11/2016,2780.79,viuvo,analista,nan
Tania Rodrigues,31.0,Manaus,09/11/2020,2479.1,divorciado,estagiario,nan
Fabio Souza,41.0,fortaleza,02/02/2024,3469.13,solteiro,desenvolvedor,nan
Saulo Almeida,39.0,recife,26/10/2016,4777.21,divorciado,estagiario,nan
Leo Santos,27.0,sao paulo,12/04/2018,3750.53,solteiro,estagiario,nan
Heitor Souza,29.0,salvador,08/11/2015,2658.37,solteiro,gestor,nan
Rita Oliveira,25.0,manaus,23/01/2020,2308.8,casado,,nan
Marta Oliveira,41.0,Sao Paulo,15/02/2019,6372.02,casado,,nan
Otavio Almeida,,rio de janeiro,20/05/2023,2270.36,solteiro,analista,nan
Iris Oliveira,28.0,salvador,04/12/2015,5848.3,viuvo,desenvolvedor,nan
Will Santos,22.0,curitiba,17/05/2018,3463.35,divorciado,engenheiro de dados,nan
Carla Souza,38.0,fortaleza,17/04/2025,3066.34,divorciado,analista,nan
Vera Pereira,28.0,fortaleza,27/12/2021,2680.3,casado,analista,nan
Paula Souza,35.0,,28/12/2016,975.4,casado,estagiario,nan
Tania Carvalho,44.0,curitiba,03/08/2022,,solteiro,analista,(11) 91136-3667
Fabio Silva,28.0,rio de janeiro,02/02/2022,950.48,divorciado,cientista de dados,nan
Paula Oliveira,37.0,recife,10/07/2015,3914.4,divorciado,,nan
Eva Oliveira,30.0,salvador,03/01/2023,1430.82,solteiro,gestor,nan
Ulisses Almeida,23.0,rio de janeiro,07/07/2021,4193.67,viuvo,,nan
Diego Ferreira,41.0,belo  horizonte,16/02/2025,5040.18,casado,analista,nan
Saulo Souza,24.0,Fortaleza,30/07/2023,2023.83,viuvo,desenvolvedor,nan
Ana Souza,51.0,sao paulo,30/12/2017,1474.8,viuvo,analista,nan
Diego Rodrigues,24.0,Manaus,03/04/2015,5325.18,solteiro,engenheiro de dados,nan
Heitor Rodrigues,26.0,salvador,06/02/2027,2413.67,viuvo,analista,nan
Bruno Ferreira,39.0,,10/02/2024,,casado,cientista de dados,nan
Diego Almeida,42.0,rio de janeiro,15/08/2024,4213.16,viuvo,engenheiro de dados,nan
Yasmin Oliveira,40.0,salvador,12/09/2020,2605.03,viuvo,estagiario,nan
Diego Carvalho,42.0,belo  horizonte,28/10/2015,4438.15,casado,gestor,nan
Diego Lima,49.0,salvador,26/10/2017,2102.18,divorciado,analista,nan
Zeca Ferreira,38.0,curitiba,31/01/2024,2853.27,solteiro,analista,nan
Fabio Oliveira,34.0,recife,03/09/2019,11426.0,solteiro,analista,nan
  TANIA ALMEIDA  ,32.0,sao paulo,27/10/2015,2338.94,casado,engenheiro de dados,nan
Joao Rodrigues,45.0,salvador,02/08/2021,4821.45,solteiro,desenvolvedor,nan
Nina Oliveira,27.0,curitiba,04/10/2023,,casado,analista,nan
Otavio Lima,28.0,rio de janeiro,05/06/2017,2627.08,divorciado,desenvolvedor,nan
Joao Carvalho,42.0,manaus,13/09/2022,4377.89,divorciado,estagiario,nan
Will Silva,33.0,belo  horizonte,22/10/2019,2176.47,solteiro,engenheiro de dados,nan
Bruno Lima,41.0,manaus,02/11/2015,2318.79,solteiro,engenheiro de dados,nan
Yasmin Ferreira,44.0,sao paulo,14/09/2015,2144.7,casado,engenheiro de dados,nan
Ulisses Lima,30.0,Recife,20/09/2020,5714.92,viuvo,engenheiro de dados,nan
Ana Santos,39.0,curitiba,06/03/2019,4512.68,viuvo,estagiario,nan
Fabio Silva,30.0,Manaus,22/03/2023,3654.54,solteiro,gestor,nan
Marta Pereira,27.0,fortaleza,02/07/2025,2365.48,solteiro,gestor,nan
Fabio Pereira,27.0,Manaus,20/07/2025,2936.3,divorciado,desenvolvedor,nan
Eva Almeida,37.0,fortaleza,09/08/2018,4372.96,divorciado,estagiario,nan
Vera Rodrigues,32.0,belo  horizonte,04/05/2016,1457.33,divorciado,analista,nan
  NINA SANTOS  ,29.0,Recife,09/02/2016,3527.46,solteiro,analista,nan
Zeca Oliveira,33.0,Fortaleza,16/08/2024,4408.66,casado,desenvolvedor,nan
Heitor Ferreira,37.0,manaus,10/02/2025,4591.79,solteiro,engenheiro de dados,nan
Leo Lima,38.0,sao paulo,03/07/2017,5347.36,solteiro,estagiario,nan
Joao Lima,29.0,Recife,04/11/2023,2994.22,casado,gestor,nan
Saulo Oliveira,41.0,,09/12/2019,6494.23,solteiro,cientista de dados,nan
Heitor Almeida,44.0,curitiba,12/01/2017,3104.15,divorciado,desenvolvedor,nan
Eva Lima,33.0,fortaleza,04/07/2020,4759.69,viuvo,estagiario,nan
Ana Santos,26.0,manaus,22/09/2015,1831.87,divorciado,analista,nan
Joao Almeida,31.0,recife,17/06/2022,3553.72,divorciado,gestor,nan
Gabi Lima,39.0,fortaleza,06/12/2015,2201.19,divorciado,desenvolvedor,nan
Joao Almeida,32.0,salvador,20/01/2024,3111.97,viuvo,gestor,nan
Nina Silva,,salvador,25/01/2015,2800.11,divorciado,desenvolvedor,nan
Heitor Santos,36.0,belo  horizonte,03/02/2023,3893.64,divorciado,gestor,nan
Ulisses Souza,42.0,fortaleza,22/01/2015,1718.6,casado,analista,nan
Rita Silva,40.0,salvador,17/07/2019,1893.83,viuvo,estagiario,nan
Fabio Pereira,10.0,fortaleza,27/11/2021,,divorciado,estagiario,nan
Heitor Silva,31.0,curitiba,07/09/2024,4777.49,divorciado,cientista de dados,nan
Ana Almeida,26.0,curitiba,20/01/2015,2116.05,divorciado,cientista de dados,nan
Yasmin Pereira,27.0,curitiba,10/02/2023,2346.09,solteiro,desenvolvedor,(11) 99044-8105
Marta Rodrigues,26.0,rio de janeiro,04/07/2024,2771.49,viuvo,desenvolvedor,nan
Diego Souza,39.0,sao paulo,26/09/2016,3105.41,solteiro,desenvolvedor,nan
Will Lima,46.0,sao paulo,06/09/2017,2239.45,casado,cientista de dados,nan
Tania Ferreira,31.0,manaus,01/04/2023,2161.72,viuvo,engenheiro de dados,nan
Diego Carvalho,34.0,curitiba,05/08/2027,2335.22,divorciado,estagiario,nan
Joao Rodrigues,25.0,,18/06/2025,1972.01,casado,gestor,nan
  YASMIN OLIVEIRA  ,32.0,curitiba,16/01/2025,1825.38,,engenheiro de dados,nan
Rita Lima,39.0,salvador,04/01/2019,5769.24,solteiro,cientista de dados,nan
Rita Silva,39.0,recife,18/07/2016,4103.91,solteiro,estagiario,nan
Heitor Carvalho,41.0,recife,09/07/2022,2942.98,solteiro,engenheiro de dados,nan
Ana Carvalho,39.0,recife,27/05/2016,4534.24,casado,engenheiro de dados,nan
Leo Souza,43.0,fortaleza,20/05/2019,2577.64,viuvo,engenheiro de dados,nan
Saulo Carvalho,37.0,salvador,06/02/2020,2226.31,viuvo,gestor,nan
Xavier Pereira,18.0,rio de janeiro,01/04/2021,1489.85,casado,estagiario,(11) 92442-7533
Otavio Pereira,31.0,sao paulo,25/11/2017,4479.72,viuvo,gestor,nan
  WILL CARVALHO  ,25.0,sao paulo,08/02/2018,1873.39,viuvo,desenvolvedor,nan
  KATIA SANTOS  ,38.0,belo  horizonte,16/12/2015,2746.12,,desenvolvedor,nan
Otavio Pereira,22.0,,21/05/2015,4038.23,solteiro,desenvolvedor,nan
Carla Oliveira,38.0,Manaus,03/05/2025,4507.67,viuvo,cientista de dados,nan
Xavier Rodrigues,45.0,,14/05/2024,2025.13,viuvo,cientista de dados,nan
Rita Lima,30.0,curitiba,08/10/2017,5691.09,divorciado,cientista de dados,nan
Xavier Souza,33.0,,25/06/2019,4754.42,viuvo,analista,nan
Otavio Carvalho,46.0,curitiba,19/07/2022,3415.37,solteiro,estagiario,nan
Carla Lima,12.0,sao paulo,05/08/2019,1793.04,divorciado,gestor,nan
Heitor Oliveira,42.0,rio de janeiro,19/10/2024,3689.29,viuvo,gestor,nan
Marta Ferreira,26.0,manaus,28/01/2019,4358.78,solteiro,engenheiro de dados,nan
  KATIA ALMEIDA  ,26.0,salvador,31/05/2017,3112.26,casado,estagiario,nan
Otavio Santos,36.0,sao paulo,02/05/2018,3429.09,,estagiario,nan
Diego Lima,53.0,rio de janeiro,13/01/2020,3185.25,solteiro,engenheiro de dados,nan
Paula Lima,50.0,curitiba,06/11/2024,2127.36,viuvo,estagiario,nan
  LEO ALMEIDA  ,26.0,curitiba,17/04/2024,4054.77,solteiro,estagiario,nan
Fabio Almeida,35.0,recife,08/10/2022,2438.91,casado,estagiario,nan
Diego Lima,54.0,,16/06/2017,1281.3,solteiro,analista,nan
Nina Lima,29.0,Salvador,22/05/2021,2514.34,viuvo,analista,nan
Eva Lima,30.0,curitiba,21/07/2016,3947.92,solteiro,,nan
Vera Lima,46.0,fortaleza,26/10/2020,3604.72,,estagiario,nan
Paula Ferreira,45.0,belo  horizonte,22/05/2021,1263.02,viuvo,cientista de dados,nan
Rita Pereira,66.0,fortaleza,11/01/2016,3238.4,casado,engenheiro de dados,nan
Yasmin Oliveira,41.0,,17/10/2022,3417.67,viuvo,cientista de dados,nan
Rita Pereira,25.0,recife,15/01/2018,3365.76,viuvo,estagiario,nan
Eva Rodrigues,120.0,salvador,12/02/2018,1910.65,casado,desenvolvedor,nan
Paula Ferreira,24.0,salvador,06/07/2025,1484.28,divorciado,analista,nan
Gabi Santos,32.0,rio de janeiro,05/04/2016,3593.66,divorciado,desenvolvedor,nan
Paula Oliveira,44.0,recife,30/03/2020,2193.48,divorciado,,nan
Eva Pereira,35.0,recife,06/07/2022,4801.97,solteiro,engenheiro de dados,nan
Bruno Carvalho,41.0,recife,07/05/2024,3152.85,solteiro,analista,nan
Leo Souza,36.0,recife,18/02/2017,5578.89,solteiro,engenheiro de dados,nan
Gabi Almeida,17.0,salvador,23/03/2021,1543.1,casado,estagiario,nan
Joao Almeida,43.0,Curitiba,09/04/2018,1698.84,,engenheiro de dados,nan
Paula Lima,28.0,fortaleza,08/06/2021,3253.6,viuvo,desenvolvedor,nan
Yasmin Lima,,fortaleza,14/04/2019,27721.44,viuvo,engenheiro de dados,nan
Xavier Oliveira,38.0,Recife,17/11/2016,1601.64,casado,estagiario,nan
Tania Pereira,,manaus,30/07/2020,1981.21,divorciado,desenvolvedor,nan
Otavio Rodrigues,,Rio De Janeiro,09/03/2019,4570.21,viuvo,cientista de dados,nan
Nina Oliveira,16.0,curitiba,08/02/2023,3377.76,solteiro,engenheiro de dados,nan
Ana Rodrigues,30.0,sao paulo,11/09/2019,3785.2,viuvo,cientista de dados,nan
Tania Silva,36.0,curitiba,16/06/2019,1664.93,solteiro,engenheiro de dados,nan
Will Ferreira,22.0,sao paulo,30/04/2019,4487.11,casado,gestor,nan
Paula Almeida,51.0,,22/11/2027,1655.95,,engenheiro de dados,nan
Eva Rodrigues,35.0,rio de janeiro,18/08/2017,1752.86,viuvo,desenvolvedor,nan
  CARLA FERREIRA  ,43.0,curitiba,20/10/2017,4338.94,divorciado,desenvolvedor,nan
Ana Silva,46.0,fortaleza,10/09/2017,3846.3,viuvo,desenvolvedor,nan
Xavier Pereira,38.0,fortaleza,22/03/2024,1329.69,solteiro,gestor,nan
Eva Rodrigues,23.0,Recife,28/04/2023,3245.47,viuvo,cientista de dados,nan
Bruno Oliveira,52.0,Salvador,24/07/2018,2268.9,solteiro,engenheiro de dados,nan
Tania Rodrigues,43.0,fortaleza,02/05/2022,1996.41,divorciado,gestor,nan
Ulisses Carvalho,44.0,sao paulo,01/01/2024,2127.12,divorciado,desenvolvedor,nan
Carla Rodrigues,50.0,curitiba,18/11/2018,2385.77,solteiro,gestor,nan
Tania Carvalho,35.0,curitiba,20/05/2016,2349.15,viuvo,engenheiro de dados,nan
  WILL OLIVEIRA  ,52.0,manaus,17/01/2025,3363.14,solteiro,estagiario,(11) 93544-4317
Eva Lima,34.0,curitiba,13/05/2020,4066.38,casado,cientista de dados,nan
Xavier Lima,34.0,manaus,18/02/2020,3651.24,solteiro,analista,nan
Will Almeida,26.0,rio de janeiro,16/12/2023,4930.95,casado,analista,nan
Marta Silva,39.0,sao paulo,08/01/2019,2252.89,viuvo,analista,nan
Vera Almeida,39.0,Manaus,27/02/2023,6581.36,divorciado,estagiario,nan
Vera Souza,33.0,Rio De Janeiro,28/04/2019,2206.0,viuvo,estagiario,nan
Marta Rodrigues,,rio de janeiro,30/06/2021,3484.3,divorciado,cientista de dados,nan
  RITA LIMA  ,44.0,rio de janeiro,16/10/2023,5094.01,viuvo,desenvolvedor,nan
Fabio Rodrigues,26.0,fortaleza,17/05/2022,3034.04,divorciado,engenheiro de dados,nan
Iris Pereira,31.0,salvador,14/11/2015,3482.04,viuvo,cientista de dados,nan
Vera Pereira,39.0,salvador,16/07/2019,,solteiro,desenvolvedor,nan
Katia Pereira,29.0,sao paulo,25/04/2024,4298.71,viuvo,analista,nan
Yasmin Rodrigues,19.0,salvador,24/08/2019,3082.56,casado,desenvolvedor,nan
Paula Lima,28.0,rio de janeiro,10/07/2022,3203.67,casado,analista,nan
  ANA RODRIGUES  ,17.0,rio de janeiro,10/08/2018,3996.38,casado,gestor,nan
Saulo Rodrigues,21.0,manaus,30/03/2019,3060.96,viuvo,estagiario,nan
  EVA SOUZA  ,42.0,belo  horizonte,05/09/2018,4679.09,viuvo,cientista de dados,nan
Fabio Carvalho,44.0,sao paulo,22/06/2020,3823.41,casado,engenheiro de dados,nan
Ulisses Santos,36.0,recife,04/01/2022,3443.55,solteiro,engenheiro de dados,nan
Otavio Almeida,37.0,manaus,27/02/2017,3935.47,divorciado,analista,nan
Saulo Oliveira,36.0,salvador,28/11/2020,4468.86,viuvo,cientista de dados,nan
Carla Lima,39.0,,26/11/2015,,divorciado,engenheiro de dados,nan
Carla Souza,28.0,Recife,30/10/2017,2284.17,solteiro,estagiario,nan
Rita Silva,44.0,recife,18/01/2023,1714.26,divorciado,engenheiro de dados,nan
Rita Santos,25.0,rio de janeiro,20/04/2018,2921.78,divorciado,estagiario,nan
Tania Souza,45.0,,28/05/2017,4259.32,casado,engenheiro de dados,nan
Eva Lima,45.0,manaus,01/10/2022,6783.68,casado,cientista de dados,nan
Nina Silva,41.0,belo  horizonte,20/06/2021,5140.26,divorciado,analista,nan
Ana Rodrigues,32.0,sao paulo,29/05/2021,3437.49,solteiro,engenheiro de dados,nan
Paula Ferreira,25.0,manaus,25/08/2027,3605.02,divorciado,analista,nan
  FABIO SANTOS  ,31.0,sao paulo,21/10/2019,2030.98,solteiro,cientista de dados,nan
Katia Lima,32.0,Belo Horizonte,13/05/2022,4632.51,divorciado,estagiario,nan
Iris Lima,,curitiba,19/07/2022,4465.11,viuvo,estagiario,nan
Leo Rodrigues,38.0,recife,01/10/2023,3459.09,divorciado,engenheiro de dados,nan
Diego Rodrigues,30.0,Salvador,28/04/2027,3496.24,solteiro,analista,nan
  HEITOR PEREIRA  ,33.0,sao paulo,28/06/2017,1729.13,,desenvolvedor,nan
Xavier Souza,44.0,belo  horizonte,19/09/2022,2099.97,solteiro,estagiario,nan
Rita Silva,22.0,sao paulo,10/05/2016,3060.93,divorciado,cientista de dados,(11) 92588-6457
Will Carvalho,24.0,sao paulo,07/03/2016,1800.13,divorciado,engenheiro de dados,nan
Diego Carvalho,27.0,recife,02/04/2020,3050.64,solteiro,engenheiro de dados,nan
Ulisses Pereira,37.0,curitiba,24/03/2015,5769.84,casado,cientista de dados,nan
Xavier Rodrigues,,curitiba,21/12/2018,3674.82,viuvo,gestor,nan
Bruno Silva,41.0,belo  horizonte,22/07/2018,1466.98,viuvo,analista,nan
Bruno Rodrigues,35.0,sao paulo,26/02/2018,10534.78,divorciado,analista,nan
Zeca Silva,29.0,manaus,08/10/2023,4323.08,casado,analista,nan
Gabi Ferreira,59.0,sao paulo,21/06/2023,1322.97,divorciado,cientista de dados,nan
Nina Santos,35.0,rio de janeiro,16/07/2025,2334.81,solteiro,engenheiro de dados,nan
  CARLA LIMA  ,39.0,fortaleza,09/09/2016,3227.43,divorciado,desenvolvedor,nan
Xavier Silva,39.0,curitiba,09/11/2015,1534.41,solteiro,gestor,nan
Marta Rodrigues,38.0,Rio De Janeiro,01/04/2016,1955.47,divorciado,estagiario,(11) 99216-7157
  GABI OLIVEIRA  ,33.0,recife,04/02/2017,2382.2,viuvo,cientista de dados,nan
Heitor Ferreira,25.0,fortaleza,20/04/2020,2086.14,solteiro,analista,(11) 96504-8585
Gabi Oliveira,32.0,Curitiba,28/03/2018,,viuvo,analista,nan
Heitor Ferreira,53.0,belo  horizonte,15/11/2017,1617.03,casado,analista,nan
Vera Lima,29.0,fortaleza,10/10/2016,5423.37,divorciado,analista,nan
Otavio Santos,120.0,fortaleza,23/02/2025,3738.17,casado,desenvolvedor,nan
Ulisses Carvalho,30.0,curitiba,05/09/2020,1870.85,viuvo,analista,nan
Will Almeida,18.0,sao paulo,03/05/2023,2486.44,casado,desenvolvedor,nan
Yasmin Carvalho,29.0,salvador,17/10/2015,2602.19,casado,gestor,nan
Zeca Pereira,19.0,manaus,11/03/2022,1873.03,viuvo,analista,nan
  DIEGO FERREIRA  ,38.0,recife,21/08/2018,3432.38,divorciado,desenvolvedor,nan
  HEITOR PEREIRA  ,28.0,fortaleza,13/09/2021,5336.45,casado,gestor,nan
Will Rodrigues,25.0,Recife,07/03/2015,3761.58,viuvo,desenvolvedor,nan
Katia Ferreira,,curitiba,16/09/2023,3680.26,divorciado,desenvolvedor,nan
Joao Rodrigues,37.0,sao paulo,14/07/2015,1701.59,viuvo,estagiario,nan
Marta Oliveira,31.0,sao paulo,12/07/2018,4172.55,casado,engenheiro de dados,nan
Eva Souza,26.0,salvador,22/07/2019,1927.49,casado,desenvolvedor,nan
Paula Souza,38.0,recife,26/08/2021,3397.64,solteiro,desenvolvedor,nan
Otavio Almeida,45.0,recife,02/08/2015,2430.26,solteiro,analista,nan
Paula Santos,25.0,Rio De Janeiro,05/06/2021,4514.59,solteiro,desenvolvedor,nan
Marta Oliveira,36.0,Rio De Janeiro,22/11/2024,2187.66,casado,analista,nan
Zeca Rodrigues,45.0,Rio De Janeiro,28/03/2020,1672.98,solteiro,engenheiro de dados,nan
Ulisses Santos,33.0,fortaleza,01/12/2021,2648.31,casado,engenheiro de dados,nan
Iris Almeida,44.0,Recife,18/09/2020,7825.54,casado,cientista de dados,nan
Iris Rodrigues,29.0,recife,29/11/2020,4361.56,casado,engenheiro de dados,nan
Otavio Silva,37.0,recife,25/01/2017,3084.43,viuvo,estagiario,nan
Joao Rodrigues,33.0,Recife,28/06/2019,2871.16,casado,gestor,nan
Fabio Lima,28.0,salvador,01/04/2022,3084.51,divorciado,desenvolvedor,nan
Tania Santos,29.0,sao paulo,23/04/2016,3232.15,solteiro,estagiario,nan
Iris Souza,38.0,sao paulo,27/06/2015,2428.37,casado,estagiario,nan
  OTAVIO SOUZA  ,40.0,Curitiba,26/12/2016,762.27,viuvo,engenheiro de dados,nan
Tania Almeida,53.0,recife,13/11/2015,1915.73,casado,engenheiro de dados,nan
Otavio Souza,45.0,curitiba,22/04/2020,1902.62,solteiro,analista,nan
  SAULO OLIVEIRA  ,,recife,25/12/2019,1552.43,casado,gestor,nan
Heitor Lima,21.0,Manaus,30/08/2016,2046.82,casado,desenvolvedor,nan
Rita Rodrigues,47.0,manaus,11/04/2023,3266.03,viuvo,analista,nan
Iris Silva,41.0,belo  horizonte,20/01/2025,3084.02,casado,engenheiro de dados,nan
Ana Almeida,42.0,Salvador,30/06/2015,4215.89,solteiro,gestor,nan
Carla Rodrigues,47.0,Salvador,11/02/2020,1668.83,viuvo,gestor,nan
Eva Pereira,44.0,salvador,02/06/2022,3666.79,casado,desenvolvedor,nan
  PAULA RODRIGUES  ,51.0,curitiba,19/10/2017,1987.56,casado,engenheiro de dados,nan
Leo Santos,35.0,manaus,07/11/2022,3061.0,solteiro,cientista de dados,nan
Yasmin Santos,33.0,belo  horizonte,12/09/2024,2183.28,divorciado,,nan
Gabi Silva,29.0,Curitiba,23/08/2024,2282.88,divorciado,cientista de dados,nan
Xavier Oliveira,48.0,curitiba,13/12/2018,6855.56,viuvo,estagiario,nan
Marta Oliveira,52.0,manaus,11/07/2019,3664.75,solteiro,analista,nan
Will Almeida,44.0,recife,05/10/2015,1782.15,casado,engenheiro de dados,nan
Paula Santos,20.0,Salvador,26/04/2018,1782.03,divorciado,desenvolvedor,nan
Diego Santos,30.0,curitiba,07/09/2022,3174.62,solteiro,cientista de dados,nan
Xavier Oliveira,35.0,Curitiba,01/04/2022,,solteiro,engenheiro de dados,nan
Carla Carvalho,33.0,manaus,09/05/2021,2895.21,viuvo,engenheiro de dados,nan
Katia Oliveira,44.0,salvador,16/10/2015,2958.74,solteiro,estagiario,(11) 96890-2279
Xavier Carvalho,26.0,sao paulo,19/08/2024,3823.92,solteiro,analista,nan
Ulisses Rodrigues,25.0,fortaleza,25/12/2020,1243.0,solteiro,estagiario,nan
Eva Rodrigues,33.0,sao paulo,25/02/2017,4186.54,viuvo,gestor,nan
  DIEGO FERREIRA  ,30.0,Sao Paulo,24/07/2017,4116.0,casado,engenheiro de dados,nan
Will Ferreira,37.0,rio de janeiro,06/04/2020,3958.18,casado,desenvolvedor,nan
  HEITOR PEREIRA  ,29.0,manaus,22/02/2015,4295.32,viuvo,desenvolvedor,nan
  ULISSES CARVALHO  ,43.0,sao paulo,26/07/2023,1994.95,divorciado,desenvolvedor,nan
Bruno Almeida,31.0,sao paulo,02/07/2016,2138.42,viuvo,desenvolvedor,nan
Nina Silva,19.0,,10/07/2021,3564.01,casado,cientista de dados,nan
Katia Oliveira,32.0,rio de janeiro,31/12/2024,3918.77,solteiro,gestor,nan
Saulo Oliveira,47.0,rio de janeiro,12/11/2015,2660.49,divorciado,engenheiro de dados,nan
Gabi Rodrigues,48.0,manaus,22/04/2024,4336.52,casado,gestor,nan
Ulisses Silva,32.0,manaus,02/02/2023,2280.84,solteiro,estagiario,nan
Heitor Rodrigues,32.0,belo  horizonte,29/12/2019,2137.97,casado,gestor,nan
